"segment","holder","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024"
"gemstones","Zamroyal Investments Limited","1","0","220","Silica/Quartz/Tourmaline","0","0"
"gemstones","Zao Mining Cooperative Society Limited","1","1","7","Quartz/Manganese/Rare EarthsElements","1","0"
"gold","AC and G Njanji Mining Company Limited","1","1","397","Zinc/Gold/Copper","1","1"
"gold","AMBER Investments & Mining Limited","1","0","20899","Lead/Silver/Zinc","0","0"
"gold","Asal Trading Limited","1","1","20","Gold","1","0"
"gold","Auriga Minerals Limited","1","1","20","Silver/Gold/Copper","1","0"
"gold","AZMI MINING CO OPERATIVE SOCIETY LIMITED","1","1","7","Gold","0","0"
"gold","Big ponds Zambia Limited","1","0","33","Limestone (General)/Lead/Zinc","0","0"
"gold","Broadway Mining Cooperative Society Limited","1","1","7","Gold/Copper","0","0"
"gold","Brooks Commodities Limited","1","0","34225","Iron Ore/Lead/Limestone (General)","1","0"
"gold","Butemwe Farming Services Limited","1","0","367","Molding/Sand/Silver","1","1"
"gold","BUterla Investment Holdings Limited","1","0","942","Limestone (General)/High Calcium Limestone/Talc-Soapstone","0","0"
"gold","CHABOOTA INNOVATIONS LIMITED","1","1","30","Gold/Copper","0","0"
"gold","Chibote Mining Company Limited","1","0","511","Gold/Silver/Cobalt","0","0"
"gold","Chipe Chipe Youth Multi-Purpose Co-operative Society Limited","1","1","7","Gold/Copper/Cobalt","1","0"
"gold","CHITETA MINING COMPANY LIMITED","1","0","34574","Gold/Copper/Cobalt","0","0"
"gold","CHQI INVESTMENTS LIMITED","2","0","1475","Malachite/Gold/Copper","0","0"
"gold","Chrismar Earth Moving Equipment Limited","1","0","2047","Lead/Limestone (General)/Silver","0","0"
"gold","CLASSACT VENTURES LIMITED","1","0","43","Gold/Iron Ore/Cobalt","0","0"
"gold","Dabun Mining Company Limited","1","0","8941","Gold/Copper/Cobalt","0","0"
"gold","Dexing Zambia Metallurgical Mining Company Limited","1","0","4275","Malachite/Silver/Zinc","0","0"
"gold","Dhoonde Logistics Limited","1","0","835","Iron Ore/Silver/Copper","0","0"
"gold","Din Di Mining Development Company Zambia Limited","1","0","7271","Lead/Iron Ore/Magnesium (Brucit)","0","0"
"gold","Easy Resources Limited","1","1","23","Gold/Silver/Cobalt","1","1"
"gold","Faheids Zambia Limited","1","0","388","Gold/Copper/Cobalt","0","0"
"gold","Gesso Mining And Investments Limited","2","0","497","Gold/Copper/Cobalt","2","0"
"gold","Kafunyi Mining Multi purpose Cooperative Society Limited","1","1","3","Gold/Copper","1","0"
"gold","Kings Centre Limited","2","0","554","Sand/Limestone (General)/Gravel","2","0"
"gold","Kwikfix Engineering Limited","1","0","18758","Gold/Copper/Cobalt","1","0"
"gold","Larrys Lorrys Limited","1","0","3448","Iron Ore/Lead/Limestone (General)","0","0"
"gold","Lemba Resources Limited","2","0","1334","Gold/Cobalt/Iron Ore","2","0"
"gold","Leonk Mining Consultants Limited","1","0","2402","Silver/Zinc/Gold","1","0"
"gold","Lugubbe Multi-Purpose Co-operative Society Limited","1","1","7","Mica/Limestone (General)/Silica","1","0"
"gold","Mambombu Mining Limited","1","0","151","Granite/Iron Ore/Limestone (General)","1","0"
"gold","Meltap Enterprise Limited","1","0","493","Anhydrite/Gypsum/Quartz","1","0"
"gold","Mighte General Dealers and Suppliers","1","0","359","Gold","0","0"
"gold","MIHA MINING INVESTMENT LIMITED","1","1","7","Gold","1","0"
"gold","Mindende Mult-purpose Cooperative Society Limited","1","1","7","Silver/Zinc/Gold","1","0"
"gold","Misheck Minerals Exploration Limited","1","0","820","Iron Ore/Silver/Gold","1","0"
"gold","Montauk Mining & Minerals Limited","1","0","21488","Iron Ore/Silver/Gold","0","1"
"gold","Mugwazo Mining Co-operative Society Limited","1","1","7","Gold/Copper/Cobalt","1","0"
"gold","Mukema Minerals Limited","1","0","8684","Iron Ore/Lead/Zinc","1","1"
"gold","Musenga Resources Limited","1","1","53","Gold/Zinc/Cobalt","1","1"
"gold","Musokamuka Kasempa Mining and Construction Limited","1","0","3555","Gold/Copper","0","0"
"gold","Mwaze Multipurpose Co-operative Society Limited","1","1","7","Iron Ore/Gold/Copper","0","0"
"gold","Mwaze Village Multi Purpose Cooperative","1","1","7","Gold/Copper","1","0"
"gold","Mweengwe Multi-Purpose Cooperative","1","1","7","Gold/Lead/Cobalt","0","0"
"gold","Namadan General Trading Limited","1","0","133","Gold/Copper/Cobalt","1","0"
"gold","Nathania Investments Limited","1","0","393","Gold/Malachite/Copper","1","0"
"gold","ONKOT SOLUTIONS LIMITED","1","1","7","Gold/Copper","1","0"
"gold","PAMU MINING LIMITED","1","0","53","Iron Ore/Zinc/Copper","0","0"
"gold","Pangeni Mineral Resources Limited","1","0","28913","Lead/Zinc/Gold","1","1"
"gold","Pragmatic Investments Limited","1","0","953","Gold/Silver/Cobalt","1","0"
"gold","Praja Minerals Zambia Limited","1","0","754","Gold/Silver/Cobalt","0","1"
"gold","Prowave  Investments  Limited","2","0","298","Gold/Copper/Cobalt","2","0"
"gold","Pure Stone Mining Limited","1","0","564","Gold/Iron Ore/Cobalt","0","0"
"gold","Redeem Investments Company Limited","1","1","13","Gold","1","0"
"gold","Rimond Mining Resources Limited","1","0","982","Gold/Iron Ore/Cobalt","1","0"
"gold","Sabi Lodges and Adventures Limited","2","1","940","Gold/Copper/Silver","2","1"
"gold","Safe Haven Investments Limited","1","1","7","Gold/Copper","1","0"
"gold","Sangalala General Trading Limited","1","1","7","Gold/Copper","1","0"
"gold","STREAMVILLE HOLDING LIMITED  i","1","1","2","Gold/Copper","0","0"
"gold","Sunshine Eagle Mining Ltd","1","1","4","Gold/Silver/Cobalt","1","1"
"gold","Taida Resources Limited","1","0","10","Malachite/Silver/Zinc","0","0"
"gold","Tanda INVESTMENTS LIMITED","1","0","349","Gold/Copper/Cobalt","0","0"
"gold","Tertiary Minerals  Zambia Limited","1","0","4116","Iron Ore/Lead/Zinc","0","0"
"gold","Umetal Investments Limited","1","1","40","Gold/Copper","0","0"
"gold","Unified Mining Limited","1","1","13","Silver/Gold/Copper","1","0"
"gold","WANTU RESOURCES COMPANY LIMITED","1","0","3636","Quartz/Gold/Copper","0","0"
"gold","Xpoint Investment Limited","1","1","69","Gold/Copper","1","0"
"gold","Zambia Investments Connections Limited","1","0","51300","Gold/Copper/Cobalt","0","0"
"gold","Zhixing Investment Limited","1","1","27","Gold/Copper","0","0"
"industrial_minerals","Aggregates Limited","1","1","36","Dolomite","0","0"
"industrial_minerals","Ameya Marble Limited","1","1","3","Limestone (General)","1","0"
"industrial_minerals","Asalaam Zambia Limited","1","0","175","Limestone (General)/Sand/Dolomite","0","0"
"industrial_minerals","Astro Quarries Limited","1","1","10","Limestone (General)","1","1"
"industrial_minerals","Basemetalic Zambia Limited","1","0","297","Marble/Limestone (General)","1","1"
"industrial_minerals","Bendu Transport Limited","1","1","67","Silica/Sand and Gravel","1","1"
"industrial_minerals","Blue Dream Investment Limited","1","1","2","Laterite/Limestone (General)/Dolomite","1","0"
"industrial_minerals","Brockworth Exploration & Mining Limited","1","0","10696","Anhydrite/Gypsum","0","1"
"industrial_minerals","Changzhou Zambia Resources Company Limited","1","1","43","Limestone (General)","1","1"
"industrial_minerals","Charizma Enterprises Limited","1","1","46","Limestone (General)/Dolomite","1","1"
"industrial_minerals","Chilanga Cement  Plc","1","1","119","Limestone (General)","1","0"
"industrial_minerals","Chimsoro Farms Limited","1","0","472","Silica/Sand and Gravel/Quartz","0","0"
"industrial_minerals","Clean Lime Zambia Limited","1","1","3","Limestone (General)","1","1"
"industrial_minerals","Coles Logistics Limited","1","0","323","Quartz/Sandstone/Limestone (General)","1","0"
"industrial_minerals","Kabipupu Multi Purpose Co-operative Society Limited","1","1","7","Silica/Stone/Sand and Gravel","1","0"
"industrial_minerals","Kadesh Multi Purpose Cooperative Society Limited","1","1","7","Feldspar/Clay (General)","1","0"
"industrial_minerals","Kafubu Limestone Limited","1","1","7","Stone/Limestone (General)","1","1"
"industrial_minerals","Kalombwe Minerals Limited","1","0","33","Sand and Gravel/Quartz/Limestone (General)","1","0"
"industrial_minerals","Kamamu Engineering Limited","2","0","293","Limestone (General)/Marble/Dolomite","2","0"
"industrial_minerals","Kanfield Limited","1","0","51","Anhydrite/Gypsum","1","1"
"industrial_minerals","Kanshimba Development Company Limited","1","0","212","Silica/Granite","1","0"
"industrial_minerals","Kekedar Investment Zambia Company Limited","1","0","1699","Sand/Molding/Talc-Soapstone","1","0"
"industrial_minerals","Kindred Mining Limited","1","0","887","Silica/Quartz/Limestone (General)","1","0"
"industrial_minerals","Kinghorse Investment Limited","1","0","632","Limestone (General)/Sand and Gravel/Clay (General)","1","0"
"industrial_minerals","Klay Investements Limited","1","0","268","Limestone (General)/Granite/Dolomite","1","0"
"industrial_minerals","Kovichi Contractors and Suppliers Limited","1","1","27","Silica/Sand and Gravel","1","1"
"industrial_minerals","Lanorth Zambia Limited","1","0","3567","Anhydrite/Gypsum/Feldspar","1","0"
"industrial_minerals","Lu Hang Stone Mining Company Limited","1","1","96","Limestone (General)/Dolomite","1","0"
"industrial_minerals","Lulea Mining Engineering Limited","2","0","1907","Limestone (General)/Kaolin/Silica","1","0"
"industrial_minerals","Mandala Multi-purpose Co-operative Society Limited","1","1","7","Quartz","0","0"
"industrial_minerals","MLG Resources Limited","1","0","353","Silica/Quartz","1","0"
"industrial_minerals","Mopti Company Limited","1","1","402","Quartz","1","1"
"industrial_minerals","Munyaka Investments Limited","2","0","5333","Sand/Feldspar/Clay (General)","0","0"
"industrial_minerals","Mupika Sericulture Company Limited","2","0","1910","Silica/Feldspar/Clay (General)","0","0"
"industrial_minerals","Myanango Enterprises Company Limited","2","0","8089","Silica/Granite","2","0"
"industrial_minerals","Newcrest Lime Limited","1","1","92","Limestone (General)","1","0"
"industrial_minerals","Northdale Explorations & Logistics Limited","1","0","979","Stone/Silica/Crushed/Broken Stone","0","0"
"industrial_minerals","Nyolelo Investments Limited","3","0","1539","Limestone (General)/Feldspar/Clay (General)","1","0"
"industrial_minerals","One Palm Mining Limited","1","1","26","Limestone (General)","1","0"
"industrial_minerals","Shen Zhou Investment Compmay Limited","1","1","79","Limestone (General)/Granite/Crushed/Broken Stone","1","0"
"industrial_minerals","Starmiles Enterprises Limited","1","1","59","Talc-Soapstone/Marble/Limestone (General)","1","1"
"industrial_minerals","Surya Biofuels Limited","1","0","1588","Mineral Sands/Silica/Clay (General)","0","0"
"industrial_minerals","Tianyu Mining Zambia Limited","1","1","1","Limestone (General)/Granite/Dolomite","1","0"
"industrial_minerals","Tikumbe Tonse Investments Limited","1","0","402","Limestone (General)/Sand and Gravel/Talc-Soapstone","0","0"
"industrial_minerals","TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED","1","0","43","Limestone (General)/Dolomite","1","0"
"industrial_minerals","United Quarries Limited","1","1","96","Limestone (General)","1","1"
"industrial_minerals","Uniturtle Industries Zambia Limited","2","0","222","Limestone (General)/Dolomite","1","1"
"industrial_minerals","Upper Hands Mining Co-operative Society Limited","1","1","7","Quartz/Granite","1","0"
"industrial_minerals","Zambezi Natural Stone Company Limited","1","1","4","Talc-Soapstone","1","1"
"industrial_minerals","Zambian Gold Tiger Construction and Materials Limited","1","1","7","Limestone (General)/Granite/Dolomite","1","1"
"iron_ferro","Junior Jala Holdings limited","1","0","59","Iron Ore","1","0"
"other","Hotspur Helium Zambia Limited","1","0","160556","Helium/Nitrogen-Nitrates/Geothermal","0","0"
"other","Kasompe Mining Limited","1","1","10","Laterite","1","1"
"other","Lusinde Investments Limited","1","1","155","Diatomite","1","1"
"other","ZAKOR Metals Ltd","1","1","120","Malachite","1","1"
"unknown","Green Machinery Suppiers Limited","1","1","13","","1","0"
"unknown","Kabundi Manganese Company Limited","1","0","12862","","0","0"
"unknown","Kamwambizi Small Scale Mines Mining Cooperative Society","1","1","7","","1","0"
"unknown","Royal Mines Limited","1","1","140","","1","0"
"unknown","Stamojan Limited","1","0","4","","0","0"
"unknown","Zambia Minerals Investment Corporation Limited","1","0","1436","","0","0"
