"holder","declared_business","business_class","name_contradicts_declaration","entity_number","registration_date","hectares","licenses","mining_lics","main_commodities","beneficial_owner_declared","annual_return_filed","lics_in_default_2025"
"Gulf Drilling Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120120107607","05/12/2012","1422","1","0","Gold/Quartz/Copper","0","1","1"
"Timna Valley Resources Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210017314","16/06/2021","1417","3","0","Iron Ore/Gold/Copper","1","0","0"
"Sandspring Ventures Limited","Mining of other non-ferrous metal ores","mining_related","no","120230061389","21/12/2023","1396","2","0","Manganese/Lead/Silver","1","1","0"
"YUSEN INVESTMENTS LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120210024773","08/12/2021","1396","1","0","Platinum/Quartz/Manganese","1","0","1"
"FIERCE DRAGON INVESTMENT LIMITED","Other retail sale in non-specialized stores","mining_related","no","120241009125","27/06/2024","1382","2","0","Tungsten/Tin/Niobium (Columbium)","1","0","0"
"S.B Mineral Resources Limited","Support activities for other mining and quarrying","mining_related","no","120241001000","23/01/2024","1375","2","0","Rare EarthsElements/Manganese/Quartz","1","1","2"
"Bomal Mining & Agriculture Enterprises Limited","Other mining and quarrying n.e.c.","mining_related","no","120230044710","18/01/2023","1369","2","0","Tin/Tourmaline/Tungsten","1","0","0"
"Kuzata Investments Limited","Retail sale of books, newspapers and stationary in specialized stores","mining_related","no","120080073202","12/06/2008","1364","2","0","Manganese/Nickel/Silver","1","0","0"
"Glemo Investments Limited","Other retail sale in non-specialized stores","mining_related","no","120220030609","30/03/2022","1359","2","0","Zinc/Malachite/Nickel","1","0","1"
"Mumfunshya Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120200008015","24/09/2020","1357","2","1","Emerald/Rare EarthsElements/Copper","1","0","0"
"Pigeon Mineral Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120220043114","12/12/2022","1352","2","0","Tourmaline/Garnet/Quartz","1","0","2"
"KAPICHILA INVESTMENTS LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241008223","11/06/2024","1351","2","0","Zinc/Malachite/Nickel","1","0","2"
"Talang Mining Company Limited","Support activities for other mining and quarrying","mining_related","no","120040057417","23/12/2004","1348","2","1","Copper/Manganese/Iron Ore","0","0","1"
"Mimbula Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120160004536","24/06/2016","1345","3","3","Copper/Gold/Cobalt","0","1","2"
"Zamtech Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120210014552","01/04/2021","1340","2","0","Molybdenum/Silver/Tin","1","0","2"
"FEDAR INVESTMENT COMPANY LIMITED","Support activities for other mining and quarrying","mining_related","no","120241010959","07/08/2024","1336","2","0","Coal/Amethyst/Granite","1","1","0"
"Lemba Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120200006343","12/08/2020","1334","2","0","Gold/Cobalt/Iron Ore","1","0","2"
"Flow Valve Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120020050320","18/07/2002","1311","2","0","Gold/Manganese/Zinc","1","1","2"
"Freshpoint Mining Enterprises & General Suppliers Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210023249","04/11/2021","1300","2","0","Gold/Copper/Amethyst","1","0","2"
"Bangaram Mining Limited","Mining of iron ores","mining_related","no","120230048079","22/03/2023","1297","2","0","Iron Ore/Zinc/Manganese","1","0","2"
"MJAC Minerals Company Limited","Mining of iron ores","mining_related","no","120241011447","18/08/2024","1288","1","0","Green tourmaline/Iron Ore/Quartz","1","0","0"
"Bumpekete Mining & Exploration Limited","Mining of other non-ferrous metal ores","mining_related","no","120200001186","10/02/2020","1286","2","1","Iron Ore/Manganese/Zinc","1","0","1"
"Wecare Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120230044225","09/01/2023","1280","1","0","Manganese/Mica/Rare EarthsElements","1","0","0"
"Red Copper Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120210021091","23/09/2021","1255","3","0","Silver/Gold/Copper","1","0","2"
"Neon Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120220027603","03/02/2022","1250","4","0","Limestone (General)/Manganese/Zinc","1","0","4"
"Xtract Mines and Mineral Resources Limited","Support activities for other mining and quarrying","mining_related","no","120200009314","30/10/2020","1247","3","0","Manganese/Gypsum/Anhydrite","1","0","1"
"Zohara Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120220041980","16/11/2022","1237","3","0","Iron Ore/Manganese/Gold","1","0","0"
"Kerson Resources Limited","Support activities for other mining and quarrying","mining_related","no","120230050916","19/05/2023","1235","2","0","Malachite/Manganese/Lead","1","0","1"
"GRN Constructions Zambia Limited","Support activities for other mining and quarrying","mining_related","no","120110093214","16/06/2011","1228","1","0","Iron Ore/Gold/Lead","0","1","0"
"Stonecore Mine Limited","Other mining and quarrying n.e.c.","mining_related","no","120241009676","10/07/2024","1202","2","0","Titanium/Tantalum/Sugilite","1","0","0"
"Olibul Quarrying Limited","Other mining and quarrying n.e.c.","mining_related","no","120190006594","23/08/2019","1196","2","1","Silica/Sand and Gravel/Limestone (General)","1","1","0"
"Lintai Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120230049167","13/04/2023","1176","1","0","Manganese/Lead/Zinc","1","0","0"
"Mango Grove Investments Limited","Other retail sale not in stores, stalls or markets","mining_related","no","120040054991","06/04/2004","1159","2","0","Lead/Quartz/Zinc","0","1","2"
"Mkula Mining Limited","Mining of iron ores","mining_related","no","120140122274","12/05/2014","1154","3","3","Gold","0","0","0"
"Northcut Mining Limited","Support activities for other mining and quarrying","mining_related","no","120210017811","30/06/2021","1146","1","0","Silver/Gold/Tin","1","0","1"
"Shri Subh Metals Limited","Mining of other non-ferrous metal ores","mining_related","no","120241010875","05/08/2024","1127","1","0","Malachite/Lead/Zinc","1","1","0"
"Heshunda Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120220040223","06/10/2022","1118","1","0","Rare EarthsElements/Nickel/Tin","1","0","1"
"Selmat Investments Limited","Other retail sale not in stores, stalls or markets","mining_related","no","120120101442","25/04/2012","1115","1","0","Quartz/Gold/Copper","0","0","1"
"Mulundu Mineral Resources Limited","Support activities for other mining and quarrying","mining_related","no","120230046343","17/02/2023","1109","2","0","Gold/Nickel/Silver","1","0","1"
"Sidhi Vinayak Base Metal Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210017425","18/06/2021","1106","3","0","Manganese","1","0","0"
"Haizhou Mining Resources Co. Limited","Support activities for other mining and quarrying","mining_related","no","120241004977","10/04/2024","1104","2","0","Iron Ore/Silver/Gold","1","0","1"
"Jiuda Investment Limited","Support activities for other mining and quarrying","mining_related","no","120190007172","11/09/2019","1103","2","1","Zinc/Lead/Manganese","1","0","1"
"Mineworth Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120241011529","21/08/2024","1099","2","0","Iron Ore/Nickel/Zinc","1","0","0"
"Mapp Mining Limited","Support activities for other mining and quarrying","mining_related","no","120230046878","28/02/2023","1099","1","0","Manganese/Lead/Zinc","1","0","1"
"Mvuu Resources Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210017923","02/07/2021","1094","1","0","Iron Ore/Zinc/Gold","1","1","0"
"AFTHONI METALS CONSORTIUM LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241008123","10/06/2024","1090","1","0","Manganese/Mineral Sands/Iron Ore","1","0","0"
"Synite Quarries Zambia Limited","Support activities for other mining and quarrying","mining_related","no","120070065662","27/02/2007","1088","3","3","Granite/Sand and Gravel/Silver","0","0","3"
"Zambold Properties Limited","Support activities for other mining and quarrying","mining_related","no","120220043232","14/12/2022","1084","1","0","Silver/Selenium/Platinum Group Metals","1","1","0"
"Sichipema Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120220031147","08/04/2022","1082","6","1","Gold/Manganese/Cobalt","1","0","2"
"Tancol Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120160005593","08/08/2016","1072","5","4","Quartz/Tourmaline/Tantalum","0","0","3"
"Aeon Engineering Limited","Mining of other non-ferrous metal ores","mining_related","no","120220027524","02/02/2022","1064","2","0","Gold/Copper/Nickel","1","1","1"
"Makgowan Resources Limited","Other retail sale in non-specialized stores","mining_related","no","120170007026","14/09/2017","1057","2","0","Granite/Iron Ore/Manganese","0","1","0"
"Kesya Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120230048236","24/03/2023","1053","1","0","Iron Ore/Coal/Amethyst","1","0","1"
"Gold Lookers Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120230048267","24/03/2023","1053","3","0","Manganese/Tin/Iron Ore","1","0","1"
"Chazychilz Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120220034346","09/06/2022","1043","3","0","Gold/Iron Ore/Copper","1","0","2"
"Clarma Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120230058650","25/10/2023","1036","3","0","Cobalt/Gold/Iron Ore","1","0","2"
"Trailblazer Minerals Company","Other mining and quarrying n.e.c.","mining_related","no","120210017240","14/06/2021","1027","2","1","Copper/Gold/Sugilite","1","1","0"
"Hoshen Mining and Exploration Limited","Other mining and quarrying n.e.c.","mining_related","no","120220030644","30/03/2022","998","1","0","Malachite/Silver/Zinc","1","0","1"
"Tawakkal Gems Investments Co. Ltd","Other retail sale not in stores, stalls or markets","mining_related","no","120070064886","03/01/2007","997","3","1","Emerald/Quartz/Manganese","0","0","1"
"Lutebwe Mining Zambia Limited","Other mining and quarrying n.e.c.","mining_related","no","120230049133","13/04/2023","997","1","0","Lead/Quartz/Zinc","1","1","0"
"Blueware Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120210023049","02/11/2021","995","1","0","Iron Ore/Manganese/Gold","1","0","1"
"Luambulu Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120210016200","17/05/2021","994","1","0","Gold/Quartz/Tourmaline","1","0","1"
"Angra Resources Limited"," Wholesale of metals and metal ores","mining_related","no","120210020033","02/09/2021","992","1","0","Manganese/Limestone (General)/Zinc","1","0","0"
"Ecomine Exploration Company Limited","Quarrying of stone, sand and clay","mining_related","no","120241004075","21/03/2024","992","2","0","Copper/Iron Ore/Tantalum","1","1","0"
"Mwepago Mineral Resources","Other mining and quarrying n.e.c.","mining_related","no","120210012571","05/02/2021","991","1","0","Talc-Soapstone/Zinc/Kaolin","1","0","0"
"KMCI Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120220027309","27/01/2022","990","1","0","Lead/Manganese/Zinc","1","0","1"
"AZANIA MINING COMPANY LIMITED","Extraction of peat","mining_related","no","120230049705","24/04/2023","990","1","0","Iron Ore/Lead/Manganese","1","1","1"
"ADHI SHIVA ENTERPRISES LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120241006444","10/05/2024","990","1","0","Malachite/Manganese/Zinc","1","0","0"
"Shimumu Investment Limited","Support activities for other mining and quarrying","mining_related","no","120230047626","16/03/2023","988","2","0","Quartz/Zinc/Manganese","1","0","2"
"Whirlpool Minerals Limited","Mining of other non-ferrous metal ores","mining_related","no","120190000998","01/02/2019","986","1","0","Tin/Zinc/Copper","0","0","1"
"Minsundu Gemstone Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120180006274","27/07/2018","984","1","0","Manganese/Quartz/Tourmaline","0","0","1"
"Kabompo Mineral Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120170007431","28/09/2017","983","2","1","Gold/Zinc/Cobalt","1","1","2"
"Rimond Mining Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120220029305","04/03/2022","982","1","0","Gold/Iron Ore/Cobalt","1","1","1"
"Veridical Integrity Limited","Mining of other non-ferrous metal ores","mining_related","no","120200000440","17/01/2020","980","1","0","Manganese/Quartz/Silver","0","1","1"
"Northdale Explorations & Logistics Limited","Quarrying of stone, sand and clay","mining_related","no","120200005308","09/07/2020","979","1","0","Stone/Silica/Crushed/Broken Stone","1","1","0"
"Xingstone Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120210011582","11/01/2021","977","2","0","Quartz/Tourmaline/Zinc","1","0","2"
"MWILA  J. CIVILS LIMITED","Other retail sale in non-specialized stores","mining_related","no","120160001288","18/02/2016","976","2","0","Limestone (General)/Malachite/Manganese","0","0","0"
"Mise Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120220042363","23/11/2022","973","1","0","Anhydrite/Iron Ore/Rare EarthsElements","1","0","1"
"Prekas Company Limited","Other retail sale not in stores, stalls or markets","mining_related","no","120030052164","07/04/2003","970","3","2","Iron Ore/Gold/Copper","0","0","1"
"Afritrans Global Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120210016571","27/05/2021","969","1","0","Lead/Iron Ore/Zinc","1","0","0"
