"freq","period","flow","reporter_code","reporter","partner_code","partner","hs_code","hs_desc","net_weight_kg","trade_value_usd","source"
"A","2019","M","156","China","894","Zambia","7402","Unrefined copper / anodes","439934800.0","2628846932.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","276","Germany","894","Zambia","7402","Unrefined copper / anodes","1549441.0","9121135.299","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","392","Japan","894","Zambia","7402","Unrefined copper / anodes","16549100.0","98800293.65","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","410","Rep. of Korea","894","Zambia","7402","Unrefined copper / anodes","4119580.0","24693121.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","528","Netherlands","894","Zambia","7402","Unrefined copper / anodes","2676160.0","16893286.603","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","616",,"894","Zambia","7402","Unrefined copper / anodes","1649090.0","10156835.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","699",,"894","Zambia","7402","Unrefined copper / anodes","101417273.0","627055507.258","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","710","South Africa","894","Zambia","7402","Unrefined copper / anodes","34484.0","207181.816","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","0","World","7402","Unrefined copper / anodes","701622652.327","4253758496.261","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","156","China","7402","Unrefined copper / anodes","203293295.327","1206172331.698","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","344","China, Hong Kong SAR","7402","Unrefined copper / anodes","3280246.0","20156878.221","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","442",,"7402","Unrefined copper / anodes","5431880.0","39511608.094","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","702","Singapore","7402","Unrefined copper / anodes","115099689.0","671321681.126","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","757",,"7402","Unrefined copper / anodes","374517542.0","2316595997.122","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","36",,"894","Zambia","7402","Unrefined copper / anodes","1022680.0","6385435.319","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","56",,"894","Zambia","7402","Unrefined copper / anodes","8819370.0","55731034.466","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","124",,"894","Zambia","7402","Unrefined copper / anodes","12360500.0","72243042.313","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","156","China","894","Zambia","7402","Unrefined copper / anodes","424742400.0","2749424922.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","616",,"894","Zambia","7402","Unrefined copper / anodes","478120.0","3194162.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","699",,"894","Zambia","7402","Unrefined copper / anodes","47367719.0","281776103.444","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","710","South Africa","894","Zambia","7402","Unrefined copper / anodes","166218.0","1277901.637","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","0","World","7402","Unrefined copper / anodes","659761723.0","6112586054.821","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","156","China","7402","Unrefined copper / anodes","180614210.0","1617246396.381","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","344","China, Hong Kong SAR","7402","Unrefined copper / anodes","6861913.0","61694425.859","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","442",,"7402","Unrefined copper / anodes","16417019.0","146884121.712","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","702","Singapore","7402","Unrefined copper / anodes","128967541.0","1182072916.32","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","710","South Africa","7402","Unrefined copper / anodes","145149.0","1255404.804","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","757",,"7402","Unrefined copper / anodes","324992606.0","3096320408.887","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","842",,"7402","Unrefined copper / anodes","1598540.0","5369216.418","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","899",,"7402","Unrefined copper / anodes","164745.0","1743164.44","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","36",,"894","Zambia","7402","Unrefined copper / anodes","879220.0","8414860.837","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","124",,"894","Zambia","7402","Unrefined copper / anodes","12064180.0","108196155.478","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","156","China","894","Zambia","7402","Unrefined copper / anodes","369024200.0","3380597959.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","276","Germany","894","Zambia","7402","Unrefined copper / anodes","2296392.0","22643096.403","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","410","Rep. of Korea","894","Zambia","7402","Unrefined copper / anodes","1602334.0","15733305.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","528","Netherlands","894","Zambia","7402","Unrefined copper / anodes","126.0","5958.646","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","710","South Africa","894","Zambia","7402","Unrefined copper / anodes","132830.0","1174774.682","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","0","World","7402","Unrefined copper / anodes","679857067.0","6131039303.261","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","156","China","7402","Unrefined copper / anodes","218483630.0","1943053319.724","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","344","China, Hong Kong SAR","7402","Unrefined copper / anodes","9764411.0","88048186.57","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","702","Singapore","7402","Unrefined copper / anodes","106692496.0","915866805.511","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","710","South Africa","7402","Unrefined copper / anodes","33000.0","461568.005","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","757",,"7402","Unrefined copper / anodes","343480497.0","3180481675.366","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","834","Tanzania","7402","Unrefined copper / anodes","36013.0","406418.186","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","842",,"7402","Unrefined copper / anodes","1367020.0","2721329.9","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","56",,"894","Zambia","7402","Unrefined copper / anodes","4894190.98","44577694.329","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","124",,"894","Zambia","7402","Unrefined copper / anodes","43693300.0","414564589.414","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","156","China","894","Zambia","7402","Unrefined copper / anodes","518067800.0","4581289449.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","276","Germany","894","Zambia","7402","Unrefined copper / anodes","2321715.0","19211522.736","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","528","Netherlands","894","Zambia","7402","Unrefined copper / anodes","4926.0","45332.69","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","710","South Africa","894","Zambia","7402","Unrefined copper / anodes","32480.0","292054.826","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","0","World","7402","Unrefined copper / anodes","579575614.0","5030931524.162","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","156","China","7402","Unrefined copper / anodes","174490102.0","1599605697.155","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","344","China, Hong Kong SAR","7402","Unrefined copper / anodes","6055715.0","52267444.994","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","442",,"7402","Unrefined copper / anodes","1898272.0","14217742.414","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","702","Singapore","7402","Unrefined copper / anodes","28941651.0","225285842.359","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","757",,"7402","Unrefined copper / anodes","366283414.0","3134859937.325","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","842",,"7402","Unrefined copper / anodes","1906460.0","4694859.914","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","56",,"894","Zambia","7402","Unrefined copper / anodes","1052244.0","9411041.986","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","124",,"894","Zambia","7402","Unrefined copper / anodes","20938200.0","180135214.18","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","156","China","894","Zambia","7402","Unrefined copper / anodes","405421900.0","3422735616.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","528","Netherlands","894","Zambia","7402","Unrefined copper / anodes","53.0","1227.24","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","699",,"894","Zambia","7402","Unrefined copper / anodes","203927447.0","1729870568.075","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","710","South Africa","894","Zambia","7402","Unrefined copper / anodes","26760.0","231068.866","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","0","World","7402","Unrefined copper / anodes","621378222.0","5844526259.533","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","156","China","7402","Unrefined copper / anodes","206057651.0","1898215754.722","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","344","China, Hong Kong SAR","7402","Unrefined copper / anodes","6637450.0","60525027.35","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","442",,"7402","Unrefined copper / anodes","785656.0","6449291.307","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","702","Singapore","7402","Unrefined copper / anodes","12068600.0","110393322.06","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","748",,"7402","Unrefined copper / anodes","31583.0","55313.85","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","757",,"7402","Unrefined copper / anodes","394421742.0","3765697483.835","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","842",,"7402","Unrefined copper / anodes","1375540.0","3190066.409","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","M","156","China","894","Zambia","7402","Unrefined copper / anodes","422441300.0","3963244245.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","M","528","Netherlands","894","Zambia","7402","Unrefined copper / anodes","229.0","3813.226","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","M","699",,"894","Zambia","7402","Unrefined copper / anodes","178969110.0","1591306071.092","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","M","710","South Africa","894","Zambia","7402","Unrefined copper / anodes","1565.3","10010.226","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","0","World","7404","Copper waste and scrap","201.69","836.091","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","710","South Africa","7404","Copper waste and scrap","201.69","836.091","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","40",,"894","Zambia","7404","Copper waste and scrap","20.0","278.805","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","699",,"894","Zambia","7404","Copper waste and scrap","6703.0","40918.751","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","710","South Africa","894","Zambia","7404","Copper waste and scrap","1679353.5","3719108.346","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","0","World","7404","Copper waste and scrap","1.295","5.437","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","156","China","7404","Copper waste and scrap","1.295","5.437","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","276","Germany","894","Zambia","7404","Copper waste and scrap","13186.0","69046.116","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","710","South Africa","894","Zambia","7404","Copper waste and scrap","1835135.44","4229343.993","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","156","China","894","Zambia","7404","Copper waste and scrap","15142.0","128870.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","276","Germany","894","Zambia","7404","Copper waste and scrap","475.0","3004.087","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","528","Netherlands","894","Zambia","7404","Copper waste and scrap","10.0","47.31","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","710","South Africa","894","Zambia","7404","Copper waste and scrap","2084546.6","5263736.844","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","716","Zimbabwe","894","Zambia","7404","Copper waste and scrap","1360.0","66.58","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","0","World","7404","Copper waste and scrap","15802.0","1812.064","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","710","South Africa","7404","Copper waste and scrap","15802.0","1812.064","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","710","South Africa","894","Zambia","7404","Copper waste and scrap","1973131.0","4016786.735","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","156","China","894","Zambia","7404","Copper waste and scrap","112438.0","971381.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","710","South Africa","894","Zambia","7404","Copper waste and scrap","2278611.0","2771770.092","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","800","Uganda","894","Zambia","7404","Copper waste and scrap","30130.0","75464.35","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","M","710","South Africa","894","Zambia","7404","Copper waste and scrap","2392523.0","3959087.808","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","M","800","Uganda","894","Zambia","7404","Copper waste and scrap","60224.0","175560.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","0","World","7408","Copper wire","8360474.986","52298607.927","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","72",,"7408","Copper wire","1923359.964","12034668.676","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","180","DR Congo","7408","Copper wire","411.985","2815.172","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","404","Kenya","7408","Copper wire","1179160.854","7395716.578","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","454","Malawi","7408","Copper wire","134111.756","836774.779","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","516","Namibia","7408","Copper wire","177.806","1109.398","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","710","South Africa","7408","Copper wire","3118167.093","19499924.586","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","716","Zimbabwe","7408","Copper wire","90494.52","564630.084","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","800","Uganda","7408","Copper wire","78174.311","487759.566","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","X","894","Zambia","834","Tanzania","7408","Copper wire","1836416.697","11475209.089","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","24","Angola","894","Zambia","7408","Copper wire","86212.0","573152.39","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","72",,"894","Zambia","7408","Copper wire","1621569.0","10536076.358","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","180","DR Congo","894","Zambia","7408","Copper wire","200.0","439.41","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","404","Kenya","894","Zambia","7408","Copper wire","1140939.0","7441668.24","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","454","Malawi","894","Zambia","7408","Copper wire","206490.0","1381968.564","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","710","South Africa","894","Zambia","7408","Copper wire","2969729.0","18954008.601","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","716","Zimbabwe","894","Zambia","7408","Copper wire","154440.0","950829.57","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","800","Uganda","894","Zambia","7408","Copper wire","80648.0","499371.82","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2019","M","834","Tanzania","894","Zambia","7408","Copper wire","1801445.0","11505058.82","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","0","World","7408","Copper wire",,"49653418.18","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","72",,"7408","Copper wire","1669815.832","10690029.522","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","180","DR Congo","7408","Copper wire","13000.0","20034.518","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","404","Kenya","7408","Copper wire","1276014.973","8158840.433","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","454","Malawi","7408","Copper wire",,"1391757.768","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","516","Namibia","7408","Copper wire","68980.0","244362.765","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","646",,"7408","Copper wire","175341.819","1121760.504","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","710","South Africa","7408","Copper wire","2255929.873","14495615.529","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","716","Zimbabwe","7408","Copper wire","169395.903","1083721.129","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","800","Uganda","7408","Copper wire","97597.024","624383.205","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","X","894","Zambia","834","Tanzania","7408","Copper wire","1875538.417","11822912.808","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","72",,"894","Zambia","7408","Copper wire","1627762.0","10732227.989","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","180","DR Congo","894","Zambia","7408","Copper wire","550.0","1120.107","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","404","Kenya","894","Zambia","7408","Copper wire","1124112.0","7309289.375","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","454","Malawi","894","Zambia","7408","Copper wire","222146.0","1436870.777","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","508","Mozambique","894","Zambia","7408","Copper wire","6.0","31.152","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","646",,"894","Zambia","7408","Copper wire","158000.0","1087621.19","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","710","South Africa","894","Zambia","7408","Copper wire","2072674.0","13931041.335","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","716","Zimbabwe","894","Zambia","7408","Copper wire","215280.0","1327120.21","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","800","Uganda","894","Zambia","7408","Copper wire","107962.0","677506.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2020","M","834","Tanzania","894","Zambia","7408","Copper wire","1751872.0","11722795.75","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","0","World","7408","Copper wire","8157129.0","75160608.212","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","72",,"7408","Copper wire","2207081.0","20206922.486","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","404","Kenya","7408","Copper wire","979756.0","9093312.398","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","454","Malawi","7408","Copper wire","145246.0","1399203.849","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","646",,"7408","Copper wire","293958.0","2680067.33","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","710","South Africa","7408","Copper wire","2963963.0","27672832.317","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","716","Zimbabwe","7408","Copper wire","421714.0","3640586.061","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","800","Uganda","7408","Copper wire","54574.0","515360.078","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","X","894","Zambia","834","Tanzania","7408","Copper wire","1090837.0","9952323.693","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","72",,"894","Zambia","7408","Copper wire","2050530.0","19504739.944","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","180","DR Congo","894","Zambia","7408","Copper wire","2800.0","41519.829","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","404","Kenya","894","Zambia","7408","Copper wire","1092590.0","9954894.644","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","454","Malawi","894","Zambia","7408","Copper wire","260766.0","2440602.177","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","516","Namibia","894","Zambia","7408","Copper wire","0.75","5.169","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","646",,"894","Zambia","7408","Copper wire","295884.0","2953451.37","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","710","South Africa","894","Zambia","7408","Copper wire","2873250.0","27007568.562","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","716","Zimbabwe","894","Zambia","7408","Copper wire","470158.0","4830192.68","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","800","Uganda","894","Zambia","7408","Copper wire","54574.0","533556.86","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2021","M","834","Tanzania","894","Zambia","7408","Copper wire","1076518.0","10114824.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","0","World","7408","Copper wire","6847259.924","63627826.53","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","72",,"7408","Copper wire","2034432.0","18378243.36","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","178",,"7408","Copper wire","1156.924","6397.855","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","180","DR Congo","7408","Copper wire","7871.0","68052.507","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","404","Kenya","7408","Copper wire","371502.0","3487950.863","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","454","Malawi","7408","Copper wire","210772.0","2033778.474","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","566",,"7408","Copper wire","16.0","182.117","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","646",,"7408","Copper wire","500584.0","4610850.539","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","710","South Africa","7408","Copper wire","2426642.0","22838757.535","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","716","Zimbabwe","7408","Copper wire","159728.0","1698276.683","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","X","894","Zambia","834","Tanzania","7408","Copper wire","1134556.0","10505336.597","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","72",,"894","Zambia","7408","Copper wire","2013203.0","18832722.168","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","180","DR Congo","894","Zambia","7408","Copper wire","7020.0","72799.588","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","404","Kenya","894","Zambia","7408","Copper wire","320188.0","2942991.109","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","454","Malawi","894","Zambia","7408","Copper wire","83808.0","785797.08","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","646",,"894","Zambia","7408","Copper wire","474002.0","4828224.66","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","710","South Africa","894","Zambia","7408","Copper wire","2311770.0","21872079.781","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","716","Zimbabwe","894","Zambia","7408","Copper wire","251628.0","2622242.57","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2022","M","834","Tanzania","894","Zambia","7408","Copper wire","1148566.0","10833736.75","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","0","World","7408","Copper wire","7143505.32","62463972.568","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","72",,"7408","Copper wire","1997112.0","17577998.092","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","180","DR Congo","7408","Copper wire","85714.32","628789.761","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","404","Kenya","7408","Copper wire","108850.0","905126.64","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","426",,"7408","Copper wire","200.0","3945.594","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","454","Malawi","7408","Copper wire","266404.0","2368392.388","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","508","Mozambique","7408","Copper wire","84000.0","104808.445","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","646",,"7408","Copper wire","574212.0","5083943.945","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","710","South Africa","7408","Copper wire","2484902.0","21840295.662","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","716","Zimbabwe","7408","Copper wire","92456.0","778781.733","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","X","894","Zambia","834","Tanzania","7408","Copper wire","1449655.0","13171890.307","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","72",,"894","Zambia","7408","Copper wire","2020526.0","17604050.66","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","404","Kenya","894","Zambia","7408","Copper wire","109696.0","869977.945","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","426",,"894","Zambia","7408","Copper wire","200.0","5486.833","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","454","Malawi","894","Zambia","7408","Copper wire","269512.0","2541650.75","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","508","Mozambique","894","Zambia","7408","Copper wire","42000.0","64000.0","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","528","Netherlands","894","Zambia","7408","Copper wire","5.0","150.296","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","710","South Africa","894","Zambia","7408","Copper wire","2321374.0","21487847.11","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","716","Zimbabwe","894","Zambia","7408","Copper wire","92789.0","541413.71","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2023","M","834","Tanzania","894","Zambia","7408","Copper wire","1493402.0","13320760.06","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","0","World","7408","Copper wire","8301405.0","79815097.486","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","72",,"7408","Copper wire","2233066.0","21126021.366","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","180","DR Congo","7408","Copper wire","60773.0","226792.153","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","404","Kenya","7408","Copper wire","270564.0","2564458.547","UN Comtrade public preview API (fetched 2026-07-23)"
"A","2024","X","894","Zambia","454","Malawi","7408","Copper wire","263226.0","2543670.351","UN Comtrade public preview API (fetched 2026-07-23)"
